data	entrevistador	entrevistado	inicio_pergunta	fim_pergunta	inicio_resposta	fim_resposta	pergunta	resposta
2022-02-04	9	50	04:52:48	04:52:59	04:53:01	04:55:00	A perda do cargo eletivo em razão de infidelidade partidária, ela alcança os candidatos que são eleitos pelo sistema majoritário? Sim, não e por quê?	Não, Excelência, a perda por infidelidade partidária é uma criação jurisprudencial, não detém, portanto, assento constitucional e ela foi criada, justamente, pelo Supremo Tribunal Federal e depois consolidada em resoluções do OTSE, em razão da representação da necessidade, em primeiro lugar, de um determinado candidato se filiar a um partido político para concorrer às eleições e, em segundo lugar, a necessidade de se proteger o partido político, especialmente nas eleições proporcionais, na medida em que, na eleição proporcional, é preciso observar o quociente partidário para se aferir às cadeiras que serão destinadas a determinado partido. E, à luz do sistema eleitoral brasileiro, que adota a lista aberta, o partido político, uma vez atingido o quociente partidário, destinará suas cadeiras àqueles mais votados, assim sendo, admitir que, após a eleição, observado o quociente partidário, um determinado candidato atinja, portanto, consigo mandato em razão desse quociente partidário e, portanto, após a eleição, ele seja lícito a ele se retirar do partido, se transferir do partido com os votos que ele recebeu do partido, seria incongruente e representaria uma violação flagrante ao próprio sistema representativo. É por essa razão que, de outro lado, no sistema majoritário, em que a votação é promovida diretamente ao candidato, vota-se diretamente ao candidato, é que não seria necessário, portanto, o reconhecimento das regras de infidelidade partidária. Então, essa distinção decorre do sistema proporcional majoritário e as formas de representação encontradas em cada partido. Então, a questão é a distinção de encontrados em cada uma delas.
2022-02-04	4	50	04:55:08	04:55:21	04:55:22	04:57:17	Obrigada, doutor Renato. Doutor Rodrigo, boa tarde. Boa tarde, excelência. Doutor Rodrigo, comente para mim sobre a omissão administrativa e a cláusula da reserva do possível.	Excelência, a omissão administrativa, por muito tempo, foi, por entendida, como lícita e, portanto, admissível. Se não lícita, ao menos admissível, na medida em que, por muito tempo, se interpretou que o agir ou não constitucional não dependeria estritamente dos princípios constitucionais e das normas constitucionais previstas, portanto, na Carta da República. Entretanto, com o advento do neoconstitucionalismo, do pós-positivismo e da força normativa dos princípios, em especial, dos programas previstos, das normas programáticas, portanto, previstas na própria Carta Constitucional, passou-se a entender que o legislador muitas vezes tem obrigação de agir para cumprir um determinado mandamento constitucional. E, nessa hipótese, excelência, em se tratando de normas que tutelam direitos fundamentais, especialmente aquelas que abarcam o mínimo existencial, especialmente o direito à saúde e assistência social, o direito à educação e a própria observância, segundo o professor Luiz Roberto Barroso, a própria necessidade de se observar o acesso à justiça como forma de se atingir o mínimo existencial, é que seria necessário, portanto, impor ao legislador o dever de agir. E, nesses casos, especialmente, em se tratando de direitos fundamentais, em especial, aqueles que tutelam o mínimo existencial, não seria dado à administração a alegação da reserva do possível, seja ela fática ou jurídica, do ponto de vista da existência de uma rubrica orçamentária. Caberia ao Poder Legislativo, ou melhor, caberia à administração conceder ou observar os direitos ali tutelados. O senhor pode me dar um exemplo de um direito, um interesse
2022-02-04	4	50	04:57:18	04:57:31	04:57:32	04:58:15	indisponível para o qual não poderia ser aceita essa alegação de reserva do possível? Perfeito, Excelência. Posso citar, por exemplo, o direito à creche,	que é reconhecido expressamente como um direito subjetivo público pela Constituição na parte que trata do direito à creche, na parte que trata do direito à educação. Nesse sentido, a educação infantil, o direito à creche e até mesmo a educação obrigatória, qual seja aquela administrada dos 4 aos 17 anos, que envolve, portanto, uma etapa da educação infantil, mas também da educação infantil, do ensino médio e do ensino fundamental, seria possível, portanto, alegar o mínimo existencial para impedir a criação de um direito à administração de se omitir com base na reserva do possível.
2022-02-04	4	50	04:58:16	04:58:28	04:58:29	04:58:31	Sim. O senhor entende que instituições de caráter civil podem atuar na fiscalização e controle do tráfego? Se sim ou se não, por quê?	Excelência, não entendi a última palavra da pergunta.
2022-02-04	4	50	04:58:32	04:58:40	04:58:41	04:59:49	Do tráfego. Instituições de caráter civil podem atuar na fiscalização e controle do tráfego, do trânsito?	Perfeito, excelência. Entendo que sim, a luz do próprio controle social a ser exercido pela população no acompanhamento de políticas públicas. E nesse caso, portanto, o trânsito, o tráfego nas cidades, é uma política pública que deve ser observada de perto pela população e as associações, as entidades civis organizadas, são o locus adequado justamente para representar interesses da população. Então, portanto, a própria luz de uma própria necessidade de controle social que é dada à população, da necessidade de observança de um accountability, portanto, vertical, é que seria dado a essas organizações sim, a possibilidade de fiscalização, seja por meio de participação com assento em conselhos ou de forma direta, por meio de direitos de petição, provocando os órgãos públicos, em especial o próprio Ministério Público, como agente, ombudsman, ouvidor geral da própria sociedade.
2022-02-04	4	50	04:59:50	04:59:56	05:00:00	05:01:34	Eu digo atuar diretamente da fiscalização, controle, orientação do trânsito e do tráfego.	 As pessoas jurídicas de direito privado, Excelência, por muito tempo foi...  Quanto ao exercício do poder de polícia, nesse caso, Excelência, haveria o exercício  do poder de polícia por um ente, por uma pessoa jurídica de direito privado.  Nesse caso, Excelência, a delegação do poder de polícia para pessoas privadas é  vedada, porque as pessoas privadas não detêm as prerrogativas públicas necessárias  para o exercício do poder de polícia.  Então, em se tratando de associações que, portanto, são pessoas jurídicas de direito  privado, em princípio, entendo que não seria possível.  Difere-se, portanto, de pessoas jurídicas de direito privado que integram a administração  pública indireta, como as empresas públicas e as sociedades de economia mista, em que  os próprios tribunais superiores, em especial o Superior Tribunal de Justiça, já reconheceu  a possibilidade de delegação, tanto, não só do consentimento, da fiscalização, mas  até mesmo da sanção, mas apenas nos casos em que esses entes, essas pessoas jurídicas  de direito privado, integrantes da administração indireta, exercem esse serviço público próprio  em regime de monopólio, detêm capital social majoritário e que, portanto, nesse caso,  elas se aproximam, justamente, das pessoas jurídicas de direito público.
2022-02-04	4	50	05:01:34	05:01:41	05:01:41	05:01:43	 Elas não estariam exercendo funções de promoção da segurança pública, nesse caso?	 As associações, excelência?
2022-02-04	4	50	05:01:43	05:01:56	05:01:56	05:01:58	 Não, as associações, o senhor já disse que não podem, né?  Perfeito.  As pessoas de direito privado que fizessem parte da administração pública indireta.	 Se elas poderiam...
2022-02-04	4	50	05:01:58	05:02:03	05:02:19	05:04:01	 Se elas não estariam exercendo funções de promoção da segurança pública, por exemplo,  a guarda municipal...	 Excelência, entendo que, em princípio, não.  Até porque o escopo, a função principal dessas entidades é a organização, a fiscalização  de regras administrativas, atinentes ao próprio bom fluxo do trânsito.  Então, em princípio, entendo que não haveria incompatibilidade.  Entretanto, de fato, uma vez...  Então, entendo que é isso, excelência.  De fato, não haveria uma incompatibilidade na medida em que elas se restringem, portanto,  à fiscalização de regras administrativas, que importam apenas limitações contra regras  de trânsito.  Não se confundindo, portanto, com a própria segurança pública.  Embora a guarda civil, por exemplo, esteja inserida em um dos parágrafos do artigo que  trata da segurança pública, ela não é eleita de forma primária como um órgão de  segurança pública.  Não por outra razão, de maneira geral, sequer se dá a esses agentes a possibilidade de  portar armamento para exercício da segurança pública.  Não é dada a eles apenas a defesa do patrimônio do ente municipal, bem como a fiscalização  e o exercício de poder de polícia no âmbito administrativo, à luz, portanto, da defesa  do patrimônio público municipal, da fiscalização ordinária dos interesses municipais.  Entretanto, não é dada a eles a função efetivamente repressiva de segurança pública.
2022-02-04	12	50	05:04:46	05:05:18	05:05:25	05:05:48	 Parabéns pela oportunidade de me ver aqui.  E também, muito obrigada pela oportunidade de me ver aqui hoje, desde o início.  Parabéns por ter chegado até essa fase.  Muito obrigado.  Eu vou fazer algumas perguntas de direito penal e terminar com algumas de processo, tá bem?  Perfeito.  Vamos começar por direito penal, então.  No que você refere ao concurso de agentes, tema do concurso de agentes, que é tema do ponto,  o senhor poderia me esclarecer se seria possível participação em delito omissivo?	 Excelência, segundo a doutrina, há divergência na doutrina, entretanto, segundo a doutrina majoritária,  não seria possível a coautoria em crimes omissivos, na medida em que o dever de agir é personalíssimo  e, portanto, ele se impõe a cada um dos agentes, entretanto, não haveria óbse para a participação, Excelência.
2022-02-04	12	50	05:05:49	05:05:52	05:05:52	05:06:17	 Isso tanto no crime omissivo próprio como impróprio?	 Excelência, retificando, no crime omissivo impróprio, caso exista mais de um agente  que detenha essa qualidade especial exigida, em que se impõe a qualidade especial exigida para agir,  seria possível, portanto, a coautoria entre esses agentes.
2022-02-04	12	50	05:06:17	05:06:29	05:06:38	05:06:59	 Não, então, eu quero saber da participação, né?  Ah, sim, sim.  Então, a participação. Vamos separar, então. No caso do crime omissivo impróprio, o senhor considera que é possível ou não?	 Excelência, entendo que sim, é possível a participação, inclusive, nos crimes impróprios,  na medida em que a qualidade especial somente é exigida para o autor do crime.  Nesse sentido, não haveria óbvio para que ele contribuísse para a prática da conduta,  desde que o autor da conduta detenha a qualidade especial exigida pelo crime omissivo impróprio.
2022-02-04	12	50	05:07:00	05:07:04	05:07:05	05:07:41	 E no caso do crime omissivo próprio, haveria também possibilidade de participação?	 Excelência, entendo que sim, da mesma forma, há ali um dever especial imposto a essa pessoa.  Entretanto, caso essa participação, essa contribuição, é preciso verificar no caso concreto se essa contribuição  não importa na prática de um crime autônomo, omissivo ou comissivo por esse agente.  Mas, em princípio, não haveria nenhum óbvio para a participação no crime omissivo.
2022-02-04	12	50	05:07:45	05:07:57	05:08:00	05:08:28	 Tá bem. Vamos seguir. O senhor lembra, poderia conceituar o que seria o duplo dolo no caso da instigação?  Ou o duplo objeto do dolo no caso da instigação?	 Excelência, para ver a instigação é preciso que seja observado o duplo dolo.  Nesse sentido, além da homogeneidade do elemento subjetivo entre aqueles que participam no concurso de pessoas,  é preciso também que o partícipe tenha a vontade não só da prática da conduta, mas também da obtenção do resultado.  Portanto, se ele não deseja o resultado, por exemplo, não seria possível imputar a ele a própria participação.
2022-02-04	12	50	05:08:28	05:08:48	05:08:52	05:09:14	 Vamos tentar só para ficar um pouquinho mais claro. Então, o dolo do partícipe, qual seria o seu objeto de referência?  Ou seja, a que planos ele se refere? O senhor falou aqui sobre o resultado e o que mais?  Imagine o instigador, especificamente. O dolo do instigador se refere a que?	 Excelência, ele deve querer contribuir para o resultado,  fazendo surgir a vontade no agente criminoso de praticar a conduta criminosa.
2022-02-04	12	50	05:09:15	05:09:28	05:09:29	05:09:38	 E além disso, ele tem que também se referir a que?  O senhor falou, então, o instigador tem o dolo de instigar, ou seja, de convencer o agente direto a prática do fato. E o que mais?	 E também ele precisa desejar que o agente produza o resultado, portanto atinja o resultado proibido pelo tipo penal.
2022-02-04	12	50	05:09:39	05:09:46	05:09:49	05:10:47	 O erro de subsunção, ele possui alguma relevância, ou ele pode possuir alguma relevância em algum contexto?	 Excelência, o erro de subsunção é aquele que recai sobre um elemento normativo previsto no tipo penal.  Esses elementos normativos podem ser jurídicos ou extrajurídicos.  Entretanto, mesmo nos elementos jurídicos, a doutrina majoritária entende que não é necessário que o agente detenha um conhecimento jurídico específico  para dele ter conhecimento. Portanto, conhecimento, a cognição acerca da existência desse elemento normativo deve ser aferida à luz de um significado social.  É por essa razão, então, excelência, que em princípio não importará em erro o erro de subsunção.  Entretanto, por exceção, é possível se verificar, sim, o erro nesse caso.
2022-02-04	12	50	05:10:50	05:11:09	05:11:27	05:11:39	 Sr. Rodrigo, o senhor está considerando que um erro a respeito de uma elementar de natureza normativa é um erro de subsunção?  O agente erra sobre uma elementar, ainda que essa elementar tenha a natureza normativa e não factual, ele está cometendo um erro de tipo ou um erro de subsunção?	 Excelência, o erro de subsunção, retificando, é o...  de respeito ao erro culturamente condicionado, salvo melhor juízo.
2022-02-04	12	50	05:11:40	05:12:41	05:12:42	05:12:56	 Vamos colocar o seguinte, para efeito dessa avaliação, né? O senhor, acho que não está se recordando do erro de subsunção.  Eu fiz uma outra pergunta e vou considerá-la também, né, para efeito da análise das suas respostas.  O erro que recai sobre uma elementar normativa do tipo é um erro de subsunção ou é um erro de tipo ou é um erro de proibição?  Qual é a natureza desse erro?  Eu, por exemplo, erro a respeito da qualidade de funcionário público, da minha qualidade de funcionário público, por exemplo.  Eu sou um jurado e não sei que na função de jurado eu sou um funcionário público e com isso eu erro a respeito de uma elementar normativa do tipo.  São várias, conceito de tributo, né, ou seja, nós temos inúmeras.  Quando o agente erra sobre uma elementar do tipo que seja normativa, esse é um erro do quê?	 Excelência, gera um erro de proibição, no caso.  Na medida em que há um erro sobre a própria consciência da elistude acerca da proibição.
2022-02-04	12	50	05:12:58	05:13:24	05:13:25	05:13:32	 Eu vou insistir um pouquinho nisso para a gente prosseguir nesse aspecto, tá?  Porque acredito que o senhor possa ter uma compreensão da pergunta, né?  No sentido...  Vamos pensar, então, a respeito do objeto do dolo nesse caso, né?  Ou seja, a que o dolo se refere?  O elemento cognitivo do dolo se refere a quê?	 Excelência, o elemento cognitivo do dolo diz respeito à consciência acerca da presença dos elementos objetivos do tipo penal.
2022-02-04	12	50	05:13:33	05:13:42	05:13:42	05:13:53	 Então, e um elemento normativo do tipo não é um elemento objetivo?  Se o agente erra sobre os elementos do tipo, ele comete um erro do quê?  Um erro de tipo, excelência. Perfeito.	 Trata-se, na verdade, muitas vezes, de um elemento de valoração global do fato  que quando é inserido no próprio tipo penal acarreta, portanto, o erro de tipo.  Então, o senhor está retificando. Não é erro de proibição e nem de subsunção.
2022-02-04	12	50	05:13:53	05:14:03	05:14:03	05:14:08	 Perfeito.  Ainda a respeito do erro de tipo, no caso do erro de tipo permissivo.  O senhor se lembra do erro de tipo permissivo?	 Que recai sobre as circunstâncias fáticas de uma justificante.  Perfeito.
2022-02-04	12	50	05:14:09	05:14:30	05:14:34	05:14:39	 O erro de tipo permissivo, ele sempre, imagine, parta do pressuposto que ele já está caracterizado, ok?  Não vamos discutir se ele não se caracterizou.  Dado por caracterizado o erro de tipo permissivo,  esse erro exclui o dolo automaticamente ou ele, em algumas hipóteses, não exclui o dolo?	 Excelência, será preciso verificar se esse erro é vencível ou não.
2022-02-04	12	50	05:14:40	05:14:42	05:14:44	05:15:16	 Para efeito de exclusão do dolo?	 Excelência, nas hipóteses em que...  Na verdade, nas hipóteses de justificante do erro de tipo permissivo,  o agente, na verdade, age com o dolo.  Na verdade, o código penal apenas dá a essas situações um tratamento  à luz do erro de tipo por uma questão de política criminal.  Entretanto, o agente, no caso concreto, detém consciência e vontade  sobre os elementos objetivos do tipo que está praticando.  Vamos considerar o seguinte.
2022-02-04	12	50	05:15:17	05:15:47	05:15:47	05:15:51	 O senhor está fazendo uma análise, no sentido de que  a legislação brasileira, embora aplique a pena do dolo ao erro de tipo permissivo,  seria essa uma hipótese em que o dolo está presente,  mas é tratado como se não estivesse pela legislação.  É isso que o senhor está dizendo.  Perfeito.  A legislação brasileira, de acordo com a doutrina majoritária,  adotou qual teoria a respeito do erro de tipo permissivo?	Excelência, adotou a teoria limitada da culpabilidade, que faz uma distinção, portanto, sobre os erros que recaem sobre a justificante.
2022-02-04	12	50	05:15:59	05:16:56	05:16:56	05:17:00	 mas o senhor foi por outro caminho, então eu vou examinar esse caminho que o senhor foi.  Quando o senhor deu essa explicação, eu vou chegar lá ainda, tá?  Na consequência disso.  Porque a minha pergunta, na verdade, era outra, mas o senhor foi por outro caminho,  então eu vou examinar esse caminho que o senhor foi.  Quando o senhor deu essa explicação, de que o dólar é mantido,  mas é aplicada a pena do crime culposo por uma opção de política criminal,  o senhor deu a solução de qual teoria?  O senhor já falou da teoria limitada da culpabilidade,  que seria adotada pela legislação brasileira, segundo a maioria da doutrina.  Mas a resposta que o senhor deu não é a resposta referente à teoria limitada da culpabilidade.  O senhor lembra qual é a outra teoria?  A consequência vai ser a mesma, eu não estou divergindo sobre isso, tá?  Eu só estou querendo saber...	 Além da teoria limitada da culpabilidade, há também a teoria extremada da culpabilidade.
2022-02-04	12	50	05:17:00	05:17:10	05:17:13	05:17:15	 E a resposta que o senhor deu primeiro, né?  O senhor estava aplicando qual teoria?  Quando o senhor falou que o dólar é mantido e é aplicada a pena da culpa.	 Extremada da culpabilidade, sim.
2022-02-04	12	50	05:17:15	05:18:32	05:18:32	05:18:51	 Tudo bem, então quando o senhor formulou a resposta, o senhor deu segundo a teoria extremada da culpabilidade.  Ainda que seja assim, mesmo que o senhor fosse aplicar a teoria extremada da culpabilidade,  como promotor, por exemplo,  o senhor poderia considerar, para efeitos da lei brasileira,  elementos valorativos para analisar a aplicação do crime culposo?  Porque, vamos dizer assim, segundo a lei brasileira, né,  segundo a doutrina majoritária, a lei brasileira adota a teoria limitada da culpabilidade.  Segundo essa teoria, se há erro de tipo permissivo, o dolo automaticamente cai.  Para a teoria que o senhor disse que poderia ser aplicada, o dolo não cai.  Mas, segundo a lei brasileira, será aplicada a pena da culpa.  Mantendo a mesma valoração dos dois casos, segundo a lei brasileira,  o senhor poderia, no âmbito da vencibilidade do erro, ou da evitabilidade do erro,  o senhor poderia fazer considerações a respeito da natureza, dos motivos desse erro,  para efeitos de afastar o dolo, ou, na sua posição, de afastar a pena do dolo?  Ou o senhor teria que automaticamente afastar o dolo para a teoria limitada,  ou afastar a pena do dolo para a teoria extremada, sem analisar a motivação do erro?	 Excelência, para a teoria que entende que o dolo deve ser afastado,  não haveria que se falar, portanto, na análise sobre...  A motivação.  Exato.
2022-02-04	12	50	05:18:51	05:20:16	05:20:18	05:20:27	 Então, por exemplo, de acordo com a lei brasileira,  considerado que houve um erro de tipo permissivo, automaticamente o dolo foi embora.  É isso que o senhor está... é isso?  Perfeito, sim.  E, aqui, avalia-se apenas a culpa.  Perfeito.  Ok.  Mais uma questãozinha de direito penal.  Pode ficar tranquilo, tá?  Acho que o senhor está um pouquinho... talvez esteja um pouquinho ansioso,  mas, normal, respira, tá?  Está tudo tranquilo.  Tratar um pouquinho de imputação objetiva.  Imagine o seguinte cenário.  Na verdade, antes de eu dar o exemplo, eu vou perguntar ao senhor do ponto de vista conceitual.  Um agente que cumpre as normas regulamentares, que atua segundo as normas regulamentares,  por exemplo, no trânsito, ele está dirigindo numa via,  a 40 por hora, que é a velocidade permitida,  na mão de direção que ele pode dirigir,  e, ainda assim, ele acaba se envolvendo em um acidente e causa, por exemplo, a morte de alguém.  Minha pergunta é, o só fato de ele estar cumprindo as normas regulamentares  implica, automaticamente, em que não haverá imputação?  Ou seja, o cumprimento das normas regulamentares implica em que não haja nenhuma hipótese  em que ele esteja realizando um risco proibido?	 Não necessariamente, excelência.  Da mesma forma, aquele que descumpre uma norma regulamentar  também não necessariamente deverá ter a imputação acerca do resultado.
2022-02-04	12	50	05:20:28	05:20:45	05:20:53	05:21:15	 Então, vamos imaginar o seguinte, vamos pensar num acidente, numa situação desse tipo,  quando o senhor poderia vislumbrar que, mesmo observando as normas regulamentares,  ele poderia dar causa a um resultado culposo, por exemplo?  O senhor consegue imaginar uma hipótese?	 Excelência, seria preciso verificar, a fim de demonstrar a existência do nexo de causalidade,  em especial nos crimes culposos, a criação de um risco proibido,  não permitido pelo próprio ordenamento jurídico, e que ele seja relevante.  Isso, então, é isso que eu estava querendo saber do senhor, doutor Rodrigo.
2022-02-04	12	50	05:21:15	05:21:52	05:21:52	05:22:21	 Isso se analisa segundo o caso concreto?  Por exemplo, vamos imaginar, se o senhor é o promotor do caso, certo?  O sujeito está trafegando com um veículo a 40 por hora, só que está chovendo,  a rua está escorregadia e tem algumas pessoas aglomeradas próximas da via.  E ele acaba atropelando uma delas e matando.  Ele pode argumentar que ele não pode ser passível de imputação,  porque ele estava observando a norma geral, regulamentar?  Ou essa análise do risco proibido se refere ao caso concreto?  Entendo que se refere ao caso concreto, em silêncio.	 Nessa hipótese em que há uma chuva e pessoas próximas à calçada,  entendo que, ainda que a velocidade adequada para aquela via seja 40 horas,  das circunstâncias fácticas, deflui o maior dever, objetivo de cuidado,  de modo que seria ele exigido diminuir a velocidade e trafegar em uma velocidade ainda menor,  especialmente existindo pessoas próximas à calçada.
2022-02-04	12	50	05:22:22	05:22:58	05:23:02	05:23:17	 Para a gente terminar, eu vou fazer mais duas perguntas ou três, se der tempo de processo.  Ramon, como é que está? Porque agora a gente não dividiu.  Como é que está o tempo? Tem quantos minutos?  Eu já atingi 20 minutos?  Vou pedir paciência para os colegas, para a presidência,  porque eu tive que assumir a argüição integral.  Eu vou passar uns dois minutinhos, está bem?  Por favor.  Em relação ao processo penal,  o senhor entende que a prisão em flagrante é uma espécie de prisão cautelar?	 Excelência, segundo a doutrina majoritária, é uma prisão pré-cautelar,  na medida em que impõe uma cautela prévia a própria imposição de eventual medida cautelar pessoal  que recaia sobre a gente, em especial prisão preventiva.
2022-02-04	12	50	05:23:17	05:23:36	05:23:36	05:23:44	 Ou seja, uma vez que haja a prisão cautelar, vamos dizer, a prisão administrativa,  no sentido administrativo, a prisão em flagrante,  é preciso ainda averiguar a cautelaridade para aplicar outras medidas.  Perfeito.  Então ela seria pré-cautelar na posição do senhor, porque enquanto ato,  ela ainda depende dessa... é isso?	 Perfeito, excelência. Ainda dependeria de uma análise judicial  acerca da própria existência dos elementos que autorizam a decretação da prisão cautelar.
2022-02-04	12	50	05:23:51	05:24:39	05:24:40	05:24:56	 A prisão em flagrante em si, o ato da prisão em flagrante em si,  ele tem algum aspecto cautelar?  Por exemplo, o sujeito foi preso em flagrante na hipótese de 302,  o 1, em flagrante próprio, é encaminhado para a autoridade policial,  a autoridade policial analisa a cautelaridade para efeitos de lavrar o flagrante  ou isso não acontece no âmbito da prisão, como o senhor se referiu,  do âmbito pré-cautelar?  Essa é uma análise vinculada, por exemplo.  O senhor entendeu? O senhor já falou que é cautelar no plano das medidas cautelares  a serem impostas. Eu estou falando do ato da prisão.  O delegado de polícia pode, por exemplo, deixar de ratificar um flagrante  numa hipótese legal de flagrante por dizer que não tem cautelaridade?	 Pelo que em princípio não, excelência. A prisão em flagrante, ela visa justamente  obstar a prática ou a continuação de um delito, especialmente com a prisão captura.  Caberia, então, a autoridade judicial lavrar o flagrante e encaminhar  ao Ministério Público, ao Poder Judiciário.
2022-02-04	12	50	05:24:56	05:25:04	05:25:06	05:25:22	 Ainda nesse aspecto, só para a gente terminar, o juiz pode  decretar a prisão preventiva de ofício?	 Excelência, com o advento das alterações promovidas pelo pacote anticrime,  não é mais possível a decretação de prisão preventiva de ofício,  salvo na hipótese excepcional em que ele volta a decretar a prisão preventiva  anteriormente já imposta.
2022-02-04	12	50	05:25:22	05:25:30	05:25:31	05:25:55	 E no caso do flagrante, o juiz pode converter o flagrante em prisão  preventiva de ofício sem ouvir ou sem requerimento do Ministério Público  ou representação da autoridade policial?	 Excelência, embora haja divergência nos próprios tribunais, prevaleceu  recentemente o entendimento assentado, inclusive, em jurisprudência em tese  do Superior Tribunal de Justiça no sentido de vedar-se a conversão de ofício  do flagrante em preventiva. Entretanto, caso o magistrado assim o faça,  é possível superar esse vício caso haja manifestação posterior da autoridade  policial ou do membro do Ministério Público.
2022-02-04	2	50	05:26:41	05:27:30	05:27:31	05:28:06	 Isso, vamos lá.  Doutor, primeiro, parabenizá-lo pela estreia nessa última fase, a fase da  prova oral. Merece os nossos cumprimentos. Eu gostaria apenas de adverti-lo,  por favor, que o nosso tempo é um tempo curto e o nosso grupo é um grupo  extenso, com muitas perguntas. Então, eu pediria ao senhor que fizesse as  respostas de forma objetiva.  Perfeito, excelente.  Está certo. Em segundo lugar, adverti que o nosso tema é o tema da tutela  provisória, tutela de urgência e tutela de evidência. Eu gostaria de saber,  senhor, inicialmente, quais são os direitos fundamentais que abrigam as  tutelas provisórias?	 Excelência, as tutelas provisórias, seja ela de urgência ou de evidência,  revelam em uma primeira análise o próprio direito fundamental de ação, de  acesso à justiça. Portanto, em se observando a ameaça ou a lesão a um  direito, é preciso que seja dada ao indivíduo a possibilidade de provocar o  poder judiciário, não podendo dele se afastar de prover a medida adequada em  tempo adequado.
2022-02-04	2	50	05:28:07	05:28:11	05:28:13	05:28:49	 Perfeito. Seria só esse, então, o acesso à justiça?	 Excelência, também seria possível mencionar a necessidade de se resguardar a  tutela efetiva da pretensão, no sentido de promover a satisfação da  decisão em tempo hábil, que impeça o aparecimento do direito. Além disso, a  duração razoável do processo, no sentido de que ela precisa ser observada a fim de  permitir justamente o gozo do direito, do bem da vida a ser satisfeita ao final do  processo.  Quer dizer que há aí um paradoxo a ser resolvido, o tempo do processo e o tempo
2022-02-04	2	50	05:28:49	05:29:02	05:29:12	05:29:38	 do direito. Aí, o tempo do processo é o tempo do direito, e o tempo do direito é  o tempo do direito. É isso?  Perfeito, Excelência.  O que o senhor poderia me dizer nessa contribuição, então, a respeito do dever ser e o  dever fazer?	 Excelência, o dever ser é uma meta a ser atingida, é um programa, é um objetivo a  ser observado, e o dever fazer, por consequência, dele decorre, mas impõe, nesse  caso, a necessidade de observá-lo com maior concretude, além do dever ser.  Há uma relação de efetividade, então, Excelência.
2022-02-04	2	50	05:29:39	05:29:52	05:29:55	05:30:38	 Isso, a palavra correta é efetividade dentro do dever fazer, justamente isso.  Como que fica o contraditório, que é um princípio constitucional, frente às tutelas  provisórias?	 Excelência, nesse caso, o contraditório, por exceção, deverá ser exercido de maneira  diferida. Dada a urgência ou a flagrante evidência de um determinado direito, o  legislador e o ordenamento jurídico entendem que a pondeiração existente entre o  contraditório e a necessidade de se resguardar um direito, o contraditório poderia ser  exercido posteriormente, que, pese, haja, evidentemente, a possibilidade, a audiência  de justificação em que seria dado ao réu, ou, a outra parte, a possibilidade de  exercer influência, participação e influência na decisão do magistrado.
2022-02-04	2	50	05:30:39	05:30:49	05:30:55	05:31:55	 Perfeito, doutor. Mas como que ficaria, por exemplo, o artigo 1059, que é do CPC, que  traz um resguardo para a fazenda pública?	 Excelência, há normas no ordenamento jurídico brasileiro, em especial quando, no  pólo passivo, a fazenda pública, no sentido de que algumas decisões que detêm essa  natureza dita telaprovisória, deveriam, antes de serem concedidas, deveria haver a  necessidade de intimação prévia da fazenda pública para a manifestação. Cito o caso,  por exemplo, das liminares contra a fazenda pública, em especial, no mandado de  segurança. Perdão, retificando, na ação civil pública, excelência, entretanto, o  Supremo Tribunal Federal já reconheceu a inconstitucionalidade desses dispositivos  por, justamente, obstar o dever geral de cautela existente do magistrado e o próprio  acesso à justiça tempestiva por parte do autor da ação.
2022-02-04	2	50	05:31:56	05:32:03	05:32:06	05:33:08	 O doutor poderia me indicar quais os tipos de tutela provisória que existem no nosso  sistema processual?	 Perfeito, excelência. As tutelas provisórias podem ser de urgência e de evidência. A tutela  de urgência pode ser cautelar ou satisfativa, por alguns, denominada de tutela antecipada.  Na verdade, tutela antecipada e cautelar. A cautelar detém essa natureza cautelar de  assegurar o bem da vida a ser observado ao final do processo, enquanto a tutela  provisória antecipada detém a natureza satisfativa, na medida em que concede o bem da vida  já no início do curso do processo. Por outro lado, a tutela da evidência. A tutela da urgência  se difere da tutela da evidência na medida em que na tutela provisória de urgência, além do  fúmus, bone e úrex, além da verossimilhança, existe também o perículo em mora, o risco ao  resultado útil do processo e o perigo na demora de uma forma geral.
2022-02-04	2	50	05:33:08	05:33:12	05:33:13	05:33:55	 Isso que a tutela da evidência o senhor está falando, não é?	 Excelência, na tutela de urgência exige-se, além da verossimilhança, o perículo em mora também,  o risco ao resultado útil do processo. Já na tutela da evidência, basta a apresentação ou a  verossimilhança das alegações infirmadas. Isso porque nas hipóteses expressamente trazidas pelo  próprio código de processo civil e também em outras hipóteses, como na ação monitória, ou em outras  hipóteses em que se verifica a tutela de evidência, nesses casos a própria existência do direito  revela ou se faz suficiente para a concessão do bem da vida já no início do curso do processo.
